"","ReviewerID","Total","Positive","Percentage"
"7311","IqypyumR8QTFcZGu8V-d5Q",1,1,100
"7312","IrXv-vvHu0ICjpULKHJhlA",1,1,100
"7313","Irx5UNSdXEyZVL1vt-_Tsg",1,1,100
"7314","Is1Htw69Z209yH91-dPH8Q",1,1,100
"7315","IsqteTuUi1oeuT7rHigkxQ",1,1,100
"7316","It1QyEI59fb5hMR23xb65A",1,1,100
"7317","ItG1HPmS-UTgVrMO0RR-4A",1,1,100
"7318","ItHsWxgxcmXRvPmZaVho7g",1,1,100
"7319","ItOQ-Gv0vOBfaANoJTmIlA",1,1,100
"7320","ItierLhfkXoVBZ3qjwvABA",1,1,100
"7321","ItmOaV8veWGT_3CRYBH5Fw",4,4,100
"7322","Itt3-_Q7GKtDtPLxDb4nTQ",1,1,100
"7323","IuZScmUwiIJy50Gw4HDObg",1,1,100
"7324","IuamOPC6SvbxIi_luTcwMw",3,2,66
"7325","Iucv_XmgiuADlcjUmtQ3zw",1,1,100
"7326","IueYI4vzkbMzTdolnELkWA",5,2,40
"7327","IunGbBO0nIuS2Z5AGUpizw",1,1,100
"7328","IurtnUHLBFRSRjqnw8GDvQ",1,1,100
"7329","IusxOfxS_dER-a9607PQtQ",1,1,100
"7330","Iv2wPWSO17rhiIy9rDFYnA",1,1,100
"7331","Iv3HOOtBFP7-Jkn7EbZXdg",1,1,100
"7332","IvUrqCPCQGYCO8OwTYKyzg",1,1,100
"7333","IvlIbabRQxYhoCK1vZtjTg",1,1,100
"7334","Ivt4nmSFIEsF_ybLCeIqsA",1,1,100
"7335","Ivu16mJcRXD5odSSGXiA6w",1,1,100
"7336","IwFJR2daaFgcQPQjLFKGIQ",1,1,100
"7337","IwOFIS0NvYKLc8ZW_9kYOw",2,1,50
"7338","IwSrnjCUvHemtdZUDqn3tw",1,1,100
"7339","IwT47bBg4_z6P8-Sdo_LTA",1,1,100
"7340","IwV7w47y650GwxiSIeQT_A",2,1,50
"7341","Iwazs_75HEgquCVlFAvPfg",1,1,100
"7342","Iwe9RaQKWZHtsguKMuGH2g",1,1,100
"7343","IweEbvYa-n96vlg5_qfeOg",1,1,100
"7344","IwrKsVo3eDufXQpjpS6PEA",2,2,100
"7345","Iwwl-F3_z9um3TSalBxeUg",1,1,100
"7346","IwycsXs6WGbi54wVRuv-jg",1,1,100
"7347","Ix3k0Ey_-RrhAiKI18D05g",1,1,100
"7348","IxB5LA5q8pzQ3tj1gw3kpA",1,1,100
"7349","IxPYs5iSTL83YydyYhmnyw",1,1,100
"7350","IxRpGNR2V31WWulaUOUHoQ",1,1,100
"7351","Ixc64v3EVcl7Orkr4_7QDw",1,1,100
"7352","Iy9O5tf0kwA9i1d4_c_e7Q",2,2,100
"7353","IyJbMuk0OBdPauavJ-ySYA",2,2,100
"7354","IyNH9ECiQR9Ng7E5zyUguw",1,1,100
"7355","IyV1xKKSDTThlFjO8uhJKA",1,1,100
"7356","IyXLSpyNDe3q3RoDtxiDQg",1,1,100
"7357","IyY1h2ZSzi_DC6iKrvc3Pw",1,1,100
"7358","Iy_ZRsL6z_Sv3lISale_YA",1,1,100
"7359","IyhVZ1JmITBS9GvlLm3H7A",1,1,100
"7360","IzBclo_N2Ni9yfND_ASUeg",1,1,100
"7361","IzDEg-Lr8cvX3loG3qRSvA",1,1,100
"7362","IzGgNLxGzg8HBdcgnwEnvw",2,1,50
"7363","IzOJ7TQu2T1yOsJ2Dvt2ZA",1,1,100
"7364","IzVOtz8I25x1L_KfVvShEA",1,1,100
"7365","IzmWZTQ_uazfV_i2AxLzBA",1,1,100
"7366","IzqN8Ohbd2m_38gjhfTrEg",1,1,100
"7367","J-6G64dgjPKbI26u0dmKyw",1,1,100
"7368","J0Xf0blGXncaqHjwteR4Ag",1,1,100
"7369","J1B2U8VYR4A-UzwYksj2yA",1,1,100
"7370","J1DLluZXdgPEOxWuplaJPw",1,1,100
"7371","J1nr_0YEJp0KadWVAdJCew",2,1,50
"7372","J1oDSWQuWUYbGON5vUAodw",1,1,100
"7373","J1q_82tsnwYdDfOZHzjfiw",1,1,100
"7374","J1sGiGiSC6YneWvMhro8FA",1,1,100
"7375","J1yiVsUqhk4BJnmycxTO9w",1,1,100
"7376","J21i-dqcDIruHmZDcN1AbA",5,5,100
"7377","J254ZF3kLBYZQT3D2J2TqA",1,1,100
"7378","J2BLZO_4gEUypH4_v9BKHA",1,1,100
"7379","J2GIw6Vq8Zz8amAFjBiBFw",1,1,100
"7380","J2UpVic65gQLKaM92GpZpw",4,2,50
"7381","J2VRbfMBHScoVEzhtJGm2Q",1,1,100
"7382","J2bp_vP3hYeSmQWwVQKwUA",1,1,100
"7383","J2dtjie6N8hdpB5Ctz2Mlg",1,1,100
"7384","J2kzwLxxOxH1HhXyQl3Qzg",1,1,100
"7385","J2sHu_D48u3Wzgveza5HNA",1,1,100
"7386","J3OU64yNOcGGQUvj9kv-UA",2,2,100
"7387","J3eBUKRQ1ErBhjcJz4We2A",2,2,100
"7388","J3mBJNL06GZYyN6j6w3g8g",1,1,100
"7389","J3yxvmzdnJ7CwqHRN9dpoQ",1,1,100
"7390","J44m1gUHV_M7syJXIx2BdQ",1,1,100
"7391","J47s0y_NDUrL_tFuEiiawg",1,1,100
"7392","J48d30ii0GxjJ6TJNhD5gQ",1,1,100
"7393","J4OgWimudiDsMecr7LKPdA",1,1,100
"7394","J4QrP_rw0XGKbTYNX6kERg",1,1,100
"7395","J4WGc6uxviTW70zJKyieWA",1,1,100
"7396","J4dwKnQm4g_dMSPSt8J9EQ",2,2,100
"7397","J50qgABtoHdgyMYzud75IA",1,1,100
"7398","J5P0l5eE7z-wMcyxiGG-Ng",2,2,100
"7399","J5VpSyRUPdsQxfHM7qXEaQ",1,1,100
"7400","J5xt3bPOGFCN7mJ7nPBKzQ",1,1,100
"7401","J6063whq3fqWWNN7csvG8w",1,1,100
"7402","J6PFypysxtq-Eh6_n4JmSA",1,1,100
"7403","J6ahSgr4c-2bu7xs7AIrTA",1,1,100
"7404","J6jgPKRkSMqmGRU4xVH3aw",1,1,100
"7405","J6tgg_JKDu4tNXUvNNM5xw",1,1,100
"7406","J6tjrxeQZmCQ9NvNlWxdmQ",1,1,100
"7407","J7RnRnRAFMlqZ6_pb7QWbA",1,1,100
"7408","J7_29rMtDev90wBilZ5gAA",1,1,100
"7409","J7eGtt_xmtJQ6m21OBX0pA",1,1,100
"7410","J7fMhuS4BNVsxIi8zgh3PQ",1,1,100
"7411","J7nlSaSjNSr1r9df50zVDg",1,1,100
"7412","J7rupVMOcsEw834h4-mYFA",1,1,100
"7413","J7zROw4OcRHp5uQStZsi9w",1,1,100
"7414","J848dA0MAknqgrAWDVSMdA",1,1,100
"7415","J8LazwgEGjxk8pnfMNBB4w",1,1,100
"7416","J8NNl1UGqLKbjck98QhPyg",1,1,100
"7417","J8TKsFaPD_ikdwIHQbQYQA",1,1,100
"7418","J8iYf-HgIMYCT8cpSFj1QA",1,1,100
"7419","J8nfWA028F9Te_9lnpgRFg",1,1,100
"7420","J903tbAJfw8ZKi31tWTa1w",1,1,100
"7421","J91Z-EF0G8n8rSj4EJKqqw",10,5,50
"7422","J92DwhZi8dUrqkvo4HAnMA",2,2,100
"7423","J9CjWj930A8voMy8Kn6qzw",1,1,100
"7424","J9O_Y_Vmsl44T0hVzmYewQ",1,1,100
"7425","J9Wz8wvbsqNN69Gmbrqz7w",1,1,100
"7426","J9XfnDgHXPvSZtw1sN1EUg",1,1,100
"7427","JA40lvc0M3kcZDloZXezPg",1,1,100
"7428","JA6C6ECC-EXQascffD9M_Q",5,4,80
"7429","JANFzuXqNDnaWkEIfRjRzA",1,1,100
"7430","JANqwn2qHPBn5fOgCRUmaQ",1,1,100
"7431","JATdPJJoQLqtViP_--DXhg",1,1,100
"7432","JAbMbRdTjrX2ZSGvO_w0Kg",1,1,100
"7433","JAhfR6XwN48FI1g_zJpZNQ",1,1,100
"7434","JAiUb4-HuAEvKosD7SdwuQ",1,1,100
"7435","JAkqvJ1J6qU5QpSBPZHezg",1,1,100
"7436","JBDXti1xqcfgkbFe8WihvA",1,1,100
"7437","JBZiqzR3u8jrE-pjlk6fow",1,1,100
"7438","JB_vL9qe_TlkL9QyH9SnaA",1,1,100
"7439","JBuuA-eiezgCTnHFlX3kUg",1,1,100
"7440","JC9oTtcYGUNFqXDpANtX7g",1,1,100
"7441","JCD9q39QBzLlR-pgr5GSrw",1,1,100
"7442","JCw9-ZxCCixjy9GwhBxUJQ",1,1,100
"7443","JCxX75nodqj7EFsu_Ptsnw",1,1,100
"7444","JD0jPFgq8AsWkF-VVuA8aA",1,1,100
"7445","JDAnnrgGzuQEyKBNjJeXnA",1,1,100
"7446","JDEAzvXB8YsxAIUtgmfAbA",1,1,100
"7447","JDe_mNQCDtyinYfGtnEiOQ",1,1,100
"7448","JDg-SDouSHVKEoP_Oi6JDQ",3,1,33
"7449","JDnrPa8YrhkCzrYDJMUXgA",1,1,100
"7450","JDpskcYaNiRf5oIAfMVRkw",1,1,100
"7451","JDsoY5_MfF_2SXmCj9JGEw",1,1,100
"7452","JDt-_Zj9C75Xgn-Wsd6Urw",1,1,100
"7453","JE9UxpPeV8nXDFO0hn7tsA",4,3,75
"7454","JEVorFD4vpKZJzdN_JHTrw",1,1,100
"7455","JEcygrRaiTxepMkhzuKFRg",1,1,100
"7456","JEwpKJEKaQ9kIXiGP-2VWA",1,1,100
"7457","JF7_L2CNh5q140iDrUa_MA",2,2,100
"7458","JFQ1d8jFpOIf8dWbd8UMRg",1,1,100
"7459","JFkErn3sd7CIzRJtQNXWQA",1,1,100
"7460","JG36dOPlKD71rX05a-4iCg",1,1,100
"7461","JG4rBdcfX_HecPM0ondygw",2,1,50
"7462","JG8cxkOtcM8yiH8IfkvDtQ",1,1,100
"7463","JGYF98icVMHofjkVnyGf6g",1,1,100
"7464","JGjfLvLHW_mNjccHMOMl-Q",1,1,100
"7465","JGoE5qpZEzWXNckZvsSEUA",1,1,100
"7466","JGxxKdDA4ZvV-KniNk4edw",1,1,100
"7467","JH1O3IDipUfpZMxsoy4MZA",1,1,100
"7468","JH6xHEcIhsr9JQ9Yfzv6SQ",1,1,100
"7469","JHNtl_yMVxsQaMSIWSXChg",1,1,100
"7470","JHQZCXHAQZn3BaaYyJktmA",1,1,100
"7471","JHfcwEeslEdyoKepDhhfHg",1,1,100
"7472","JHpn7wyeBoY5x16I1S6Z9Q",1,1,100
"7473","JHqG-nyfeT-LKyWfPzfCug",3,2,66
"7474","JI-RNJr_ENT70zmQMES_ZQ",1,1,100
"7475","JIBKuc5sI3mF9AJxPNKJZQ",1,1,100
"7476","JIBqiDZVs2w3uO-GOhgkDg",1,1,100
"7477","JIJIrnHzHHtbWhpa0ueXyw",1,1,100
"7478","JIL6jnqYwsUDzl4wETlWvA",1,1,100
"7479","JIZSmpSQYRA5QrJjS8pfrw",1,1,100
"7480","JIpUKITSQDKS7iR0-XKMPw",1,1,100
"7481","JIq00D20vvjCOpwtaDv7CQ",1,1,100
"7482","JIyyxQ19nEwC9gUs6jqg-Q",1,1,100
"7483","JJ60fPL5Wv5yt1y9ejElQQ",1,1,100
"7484","JJAtxufDxPj7VhiqZ7J85g",1,1,100
"7485","JJMGNqpRBos5rqV5TFU4KQ",1,1,100
"7486","JJMXSTj79mxUk3HQGM6G7w",1,1,100
"7487","JJci2Kk3wwKB0ct7qPK4eA",1,1,100
"7488","JJyXOhVTrIG8JYPHb-igWA",1,1,100
"7489","JK2UfjJAO2ksrr0oMspQTw",1,1,100
"7490","JKZPnxwmuq-nl80Tf9B-ow",1,1,100
"7491","JKhHZD_eHCK1dZlIx0T3hw",1,1,100
"7492","JKkdPesQxsvm-IkfxZgpww",1,1,100
"7493","JL0WQZmbkmaytB_pwV07yA",1,1,100
"7494","JLHB6GmgCto8FVqGeIYopQ",1,1,100
"7495","JLKeAbekSYWlBI08JhHrJw",1,1,100
"7496","JLSX2giU3UdJFgHVFr2NXg",1,1,100
"7497","JLgDcJvos0qN2INcdPZhaA",2,2,100
"7498","JLo-Ch3jDIVemN3kz0lhTA",1,1,100
"7499","JM0-wyWXapIWFPzWH97g4w",1,1,100
"7500","JM0Q1qPl4Zim6-B_AaCAQA",1,1,100
"7501","JMBXTjPygVL9foM-ZnjsKA",1,1,100
"7502","JMDLPeM60ShDbbGbEsXgnw",1,1,100
"7503","JMGNlHjq-hZNtd7hEYkyfg",1,1,100
"7504","JMYVP-D_gZ8H-0kol6tRyQ",1,1,100
"7505","JMaNqnCzlirO3YAynm4zFQ",1,1,100
"7506","JMeWK24WM99zvT4CR2Wg8w",1,1,100
"7507","JMjLfsBv1lDjIXze0zo0vw",1,1,100
"7508","JMonJQHKEjhtebPod9NHSg",1,1,100
"7509","JMpBBA-HUNrjpuJHOXiowQ",1,1,100
"7510","JN2v4yO8064eEE4OSJzHVA",1,1,100
"7511","JNNOGbhnucF9-5d1lejDCw",1,1,100
"7512","JNQzzzXjLr-L1b7bdH2oOA",1,1,100
"7513","JNyruYtep1luUoSMRZfJTg",1,1,100
"7514","JO80epRVC75o6PNM_PHmTQ",1,1,100
"7515","JOEGVZUIkad6P7qE0KgKUQ",1,1,100
"7516","JOFIh5eL6kZfDQhWdDs-Vw",1,1,100
"7517","JOUvmrLQizk7wv52w4aj4g",1,1,100
"7518","JPEgbUhMveuwlByp99UgXQ",1,1,100
"7519","JPFtYWByAdrjy9qDCUZIjw",1,1,100
"7520","JPVTs_t7Ocb5EJmoxaWMPg",2,1,50
"7521","JPnaU4F-YaeWrEQbfqSvpw",1,1,100
"7522","JQMrp5Sw2lTGpayY5TXL8w",2,2,100
"7523","JQWgr_MNOAqs8nPp-jHfwA",1,1,100
"7524","JQYvon0HNCIG6MvXpfShUQ",1,1,100
"7525","JQhm04SvV73SGaLn9CuCKQ",1,1,100
"7526","JQu7T9455neRlAKm-tTBCA",1,1,100
"7527","JQwO5f4CNCfr-ULPLHFtVA",1,1,100
"7528","JRHUDpn0IBOYpwbSJnxMCA",1,1,100
"7529","JRnWR1pM1zoVdsqfPfhPPw",1,1,100
"7530","JRnrddpbWlpae6cIFKVIwA",1,1,100
"7531","JS0TSfTTC-ogzD81XRNI6A",1,1,100
"7532","JS2x3S0JgOuAPKKHycMRdQ",1,1,100
"7533","JSJ-qw-KtkRqkWdc-ZKPcg",3,3,100
"7534","JSO_XAwk4RuG55R3Oz2rQw",1,1,100
"7535","JSQ_WDQ5iC1V7XTYuj3FEw",1,1,100
"7536","JSm0YeHc-RU71TBkSgVnpw",1,1,100
"7537","JT5gZxYonKC-vY3-h7VsGQ",1,1,100
"7538","JTEnU3dl6wN1m3WUbz20_A",1,1,100
"7539","JTInrVwP7r8XAaCkg71TIw",1,1,100
"7540","JTTb5-MEP6h_IPzxoUqe7A",1,1,100
"7541","JTZnkOZlXujY2yD7SddL9g",2,2,100
"7542","JTcAA_HG1M1Lt5_ZXyC9zw",2,2,100
"7543","JToDq7g7lkEUP3YhYxapOw",1,1,100
"7544","JU7kOk88xxRcQOrkP4YSVw",1,1,100
"7545","JUXXNPot6fZnAuSp1T67CA",1,1,100
"7546","JUYAIhlCITEYlY_3eEZeWg",2,2,100
"7547","JUaQKhhOAJtUboPIt5EK9Q",1,1,100
"7548","JUbQqjnpqtPxydCJogrArg",1,1,100
"7549","JUeQwDEeFwSAH04GsBsbhg",1,1,100
"7550","JUx7iHYjVLg3-fQtfeeioA",1,1,100
"7551","JUxXuM0Ebj0vPkG2-A9vVA",1,1,100
"7552","JVRz5fTYrz4R-izKADGJeQ",1,1,100
"7553","JVkDeyAeetyD-lwmIWfIag",1,1,100
"7554","JVxiG-KwiJhpck3lNroLcQ",1,1,100
"7555","JWiyqBZ91vvTYSZ0HbDCRw",1,1,100
"7556","JWqFnrWJEUbgygIxfqqtSw",2,1,50
"7557","JX0uk5fnESJOlsW1175vqg",1,1,100
"7558","JXLYMR6tgKF3MaJhgSbBUg",1,1,100
"7559","JXTWJI0Y2PHzBLPqLqtGHw",1,1,100
"7560","JXVmpG4GVHKxfXs-CIfDHw",1,1,100
"7561","JXVu3rijmVCCtwQERVIswA",1,1,100
"7562","JXWDvHuWuiz9pNRNZpAj-g",1,1,100
"7563","JXXKXzpjuO-iHk4skQikvw",1,1,100
"7564","JXkDm8ARo8xuwXfsJeQukA",1,1,100
"7565","JYLWXRiQGQdW6dMUZG-_Dw",1,1,100
"7566","JYRMw6ka4iftzucvwUIk1Q",1,1,100
"7567","JYmwpytwN0hboAOMGBOlVQ",1,1,100
"7568","JYyF2qQ2q_OncwQeXIFZrQ",1,1,100
"7569","JZ2hsizDeKBp_pCvcwOX4Q",1,1,100
"7570","JZCdYy2SRf_ujTbcQqTwXQ",1,1,100
"7571","JZKR_vmF7rJSy9zzs3egRQ",1,1,100
"7572","JZgX9edHgqO8mpQiU1i8xg",1,1,100
"7573","JZiZ2jFrzEmfBPwdni2VpQ",1,1,100
"7574","J_SY69dfgWhOke3c5GCYOg",1,1,100
"7575","J_iGwT1AHz099Mis3QJxFA",1,1,100
"7576","J_iQHrmmb0OgY93oVukU2w",1,1,100
"7577","J_stFjT2mxEtn5q-OVS2dA",1,1,100
"7578","Ja4E6_Zg_alcZZ9zDJc0ZA",2,2,100
"7579","JaGBDNzU2bj3aPthdtS5ow",1,1,100
"7580","JaSYrxSEt3_YzpoV51Owww",1,1,100
"7581","JabWkNYF7dXJnUDeX7I2YA",2,2,100
"7582","JaesTErPaXXRRC0kqodDjA",3,1,33
"7583","JafDnQlP2oX5bfIixn46Tw",1,1,100
"7584","JarYfEjiiOEpSCL5KQwi-g",2,1,50
"7585","JauSnG32OEt2Kq4uMf55TQ",2,2,100
"7586","Jb80kMvBj-PaWot3COTPeg",1,1,100
"7587","JbEZ9ZryY1T_zWb-HTzXwg",2,2,100
"7588","JbGIRvLoV6yA7AmAikWIbQ",1,1,100
"7589","JcHrfjO_EPXlNdPQEu1Tfw",1,1,100
"7590","Jc_9Vi7FsvjV_ttJFWdFvQ",2,2,100
"7591","JceJs8W3bk8w1ebxtzrk5A",1,1,100
"7592","Jcinz0kxRbFTTFmhuWJIdA",1,1,100
"7593","Jckbr8-qiTItJlVex2ivKA",1,1,100
"7594","Jcwi0PApve2Jl1qgSfurVg",1,1,100
"7595","Jcy1QGrIC887LGwtBiQY0g",1,1,100
"7596","Jd7JBpbeHY-DtMVBnhIsSg",1,1,100
"7597","JdMtp1xqCxmVoSqjZQAbBQ",1,1,100
"7598","JdP_ZSjZvBedBMeQQluDfw",1,1,100
"7599","JdV9Wuc0rzixuC73Zk84hA",1,1,100
"7600","Jdp9iLfhiadp5pI13AwJqQ",1,1,100
"7601","JeLQlWcxOGTxSG0Sy6nCAA",1,1,100
"7602","JetUV8G42Zu9ixShOp7jRg",1,1,100
"7603","Jf1SaVnV5iM3ydsoWSrPrQ",1,1,100
"7604","JfPvBtEi2GUE_DO5CUH2Ug",1,1,100
"7605","JffJl72HNiJP-OS7y2RXNw",1,1,100
"7606","Jfn08iBR3uZnFx1rqz0qTQ",3,3,100
"7607","Jg-XWC7sDw2DA_CrkBaIYg",8,4,50
"7608","Jg3Qulzvt5t0d3un0YVRyw",1,1,100
"7609","Jg5Sjpe3Qt7SPTJ0zHDBQg",1,1,100
"7610","Jgb0ufj2nSiTo18R1C9Lsg",2,2,100
"7611","JghfAHiqbGciH9Y6iMtGbg",2,2,100
"7612","JgnQOjN_AOq53PybmHKPzQ",1,1,100
"7613","Jh35PI_0JsUamzJ_mkZ_cA",2,2,100
"7614","Jh6iGRK5pxZtHC9u3fWtOg",1,1,100
"7615","Jh9VVWAUy9eyQCKI0uFRIw",1,1,100
"7616","JhGzWIPQXr4-LPfAnM3LYg",1,1,100
"7617","JhTx1Q_oFJlutUDBmggOJQ",1,1,100
"7618","JhY5o4lcNbRS5M_WqAf_RQ",1,1,100
"7619","Jha1rSgWzve7MH0CMX9dtA",1,1,100
"7620","JhbLrSxD6PUE0hP9p6y6Gg",1,1,100
"7621","JhwGxgk-762ohPhS6QL8NQ",1,1,100
"7622","Ji76zlvW82J6YMMwNDP9wg",1,1,100
"7623","JiJ6g1FkDFDLPDqPECAZHg",1,1,100
"7624","JiJfQOZMVSSH_nmTAVlnSQ",1,1,100
"7625","JiMcAnf3xyV5edXjebGx1w",1,1,100
"7626","JiTf9ssuEuKSVTlUUC0nqA",1,1,100
"7627","JiXOj6ynyFvx_4KKSY5sKQ",1,1,100
"7628","Jisa-dpDRyKhR_6YbNbWaw",1,1,100
"7629","Jix94s8EhmtGCoTqQgvl_g",1,1,100
"7630","JixC_5By24wrGo6DLYELXg",1,1,100
"7631","JjEq4FYWq4_B0VZdYoaeNQ",2,1,50
"7632","JjM1irSXdIttSB-CfDpCkg",1,1,100
"7633","JjUJOLw072KUm0PJv886Kg",2,1,50
"7634","JjwN1dizQVFrXWc7LZjnRQ",1,1,100
"7635","Jk7EIJdhqkJJ-ezJftW9Eg",1,1,100
"7636","JkR-zlUasp0YFAPWfW5b2w",1,1,100
"7637","JkWKKFWpgVnCAy_TvR5hVQ",1,1,100
"7638","Jl1weuTcfYz9b9oxf7wgLQ",1,1,100
"7639","JlWnQMEDyPB0tSEhdh7ObA",1,1,100
"7640","JlXV67YQkzWKhIMVUVnUPQ",1,1,100
"7641","Jlkm6-96sZap7sjnwGYrBQ",1,1,100
"7642","JloO5sTSeivomQHeI4dPEg",1,1,100
"7643","Jm0PZmqCqM3sBKt_3de_lg",2,1,50
"7644","Jm0jWovf0IsP8tBKBGTifg",1,1,100
"7645","JmB1Gojux-57hMvwVti9UQ",3,1,33
"7646","JmCIZ68UUHaxr5KtI4XjVw",1,1,100
"7647","JmLrC4zo1VVQ8WO477bqXw",2,2,100
"7648","JmUuObsrC1hp9FbnWCZouA",1,1,100
"7649","JmYCelhy3JXlWg3omdFKGg",1,1,100
"7650","Jma3LrJeqvs-DwuU9VpuLA",3,3,100
"7651","Jmma62jfggwSw3kzDW48jw",1,1,100
"7652","JmoZRgS3XUNSVXDh9x8KBQ",1,1,100
"7653","JmrP5w0D1z7p_Em0v4SdKA",3,2,66
"7654","Jn0VfYQxqA3EuLNuPPITHA",1,1,100
"7655","Jn6wVm8m3ydQkqSsTr2c6A",1,1,100
"7656","JnTDvkY1n7x6wsqAgXQ6Iw",1,1,100
"7657","JnUNkvdJVdCCB0lHIlZ65g",1,1,100
"7658","JnVOi2Ewr1hMDMJSBCcsVw",1,1,100
"7659","JndXycT3tIUhusUj-eAwOA",1,1,100
"7660","JnkBBs254nBFq7VIbzpx6g",1,1,100
"7661","Jo4dQbG_zROwOsOP9Cd6kg",1,1,100
"7662","Jo9uX4sFaamlDKGH9TsHMg",1,1,100
"7663","JoL_pBdfyETSMgYihB_yiA",1,1,100
"7664","JoS7dwR_P38ZY6HMbjNk4A",1,1,100
"7665","Jo_kDhukHWbLUu2Fbet2fA",1,1,100
"7666","JojVJ0mRC9BiLI7S5rDMmg",2,2,100
"7667","JomRKZ3z0Xv_aam31HdtTg",1,1,100
"7668","JomTwecyNbuBAD9Zv5UaQg",2,1,50
"7669","JotUoBd3HPeAFARmStHzew",1,1,100
"7670","JotlkY7lSCTHszYPy4tPsA",1,1,100
"7671","Jp2X9S9lEZwu4vbSZrPG6A",1,1,100
"7672","JpK4gLroV1Zgr1RiC9-4fw",1,1,100
"7673","JpTKvV3K2byfyIFisuqaEw",1,1,100
"7674","Jpv5N0PDDGHXtLMwciDu8g",1,1,100
"7675","JpxpxABaFHUGZaxeI3pN6w",1,1,100
"7676","Jq168mjJTCntSZHUo4jIxg",1,1,100
"7677","Jq4Rds6YVBPmm_ImRl1sDQ",1,1,100
"7678","Jq9BiZ3krVSWJsDSzWDidg",9,9,100
"7679","JqP7L0y7Y38vG0BhlelrHg",1,1,100
"7680","JqWiF3f21WDs-0lFVPMOKg",1,1,100
"7681","JqjtdewQEbvVUsB-6hSVQw",1,1,100
"7682","Jr86OJLHOYpfQvcfiBOMJQ",1,1,100
"7683","JrFCv799pocaHh7A9-SS-A",1,1,100
"7684","Jri2ZU7VI8Dv_B5VwMgZdQ",1,1,100
"7685","JrlgYDtrh-Qsyo6wxPWrVg",1,1,100
"7686","JrmS7MU8VZT1rCo4UBqzAg",1,1,100
"7687","JsFhODsgOoJXfqifo8wvcg",1,1,100
"7688","JsJnEp4S08D8QgpwkDYlRQ",2,2,100
"7689","JsLDn7HULFFPYmNmbgJoWA",1,1,100
"7690","Jt2hoK8QQQ4K3ENSvEb4Qg",1,1,100
"7691","JtXC5lT5mG4QynjYgcmg1A",1,1,100
"7692","JtZB0ytQYOJEbguCSrkToA",1,1,100
"7693","Ju1mpyqF1jbEhE-SmqBbBg",2,1,50
"7694","Ju6l8fYTDkcpYukSGpAGMQ",1,1,100
"7695","JuHvaxhVtQhyTPs4dtGE_A",1,1,100
"7696","JuMuuIlrdut8FnxBaf0Gvw",1,1,100
"7697","JuNMWCnB9tv-PBRjqi-iaA",3,2,66
"7698","JuWtJ_HidRbwDhuxI7iqvw",1,1,100
"7699","JuXmPmw5z9eRrDx3ITh2tw",1,1,100
"7700","Ju_Cw3zYyrz5aG6Q-GEydA",1,1,100
"7701","Ju_PGnHDhb1FhOL08U87RQ",1,1,100
"7702","Juko03Uc3Qk2DkXtuL4GXg",1,1,100
"7703","Jv-qsj153OoKbzWVbK7QRA",1,1,100
"7704","Jv9323rgo20jjtYmDy74sg",1,1,100
"7705","JvHOEzl1iUmOel9u7J7sWA",2,2,100
"7706","JvRDySHK4HrLB9nugaFMog",4,4,100
"7707","JwKbhpKIzrW9POIluKaAVg",1,1,100
"7708","JwTigJtSPxwHgMeYX9_5FA",1,1,100
"7709","JwYx9MN9a8VtT_fDlRCPgw",1,1,100
"7710","JwazChUuMLTWF0Kov7eDpA",1,1,100
"7711","JwnMu9f2yQcEv4T8q2kldA",3,3,100
"7712","JwoJeBdvWU6NHF3crffRag",1,1,100
"7713","JwyRbe9m5EviiojIRb8AEg",1,1,100
"7714","JwzDay-4zcqsj28sey8SzQ",1,1,100
"7715","JxETzftTcEIAlD5Cj8vaKA",1,1,100
"7716","JxF0TqbvdhsJacsf-e5B3Q",1,1,100
"7717","JxU9_6Lt5odJ3-AMQJwdaQ",3,2,66
"7718","JxYgrHoAG3uyjWq5Q5e8kQ",1,1,100
"7719","Jxlqmcw1qobN738YuJc8AQ",2,2,100
"7720","JxvaVuvlwCu5TMYm_tux-A",2,1,50
"7721","JxwqOQ9sYDN0lFebwnEgPg",1,1,100
"7722","Jy32afnsWvWtaEwlqNjT1w",2,2,100
"7723","Jy9_qwTkyZeKMGGLsKV6UA",1,1,100
"7724","JyQ8W5oSKkBmIzodlAGueQ",1,1,100
"7725","JyQur3yay2MAgr8bU8B7pA",1,1,100
"7726","JyppVXphCm4j0TcbYFQyxA",3,3,100
"7727","JyyFEOH6WaUvKgrWI7K4zw",1,1,100
"7728","Jz335kTxJrG0yMuvKMVF1g",1,1,100
"7729","JzLjKOIIpf5N5NSeeFaLWA",1,1,100
"7730","JzVjY5fFeDEPHItdKUDSSA",1,1,100
"7731","JzY0w5LbPU7sN0Ve2AULYg",2,2,100
"7732","K-6hiITUvT_YK5zgHB3puA",1,1,100
"7733","K-7HZzeYdzrSR6vz9VQG6Q",1,1,100
"7734","K-F92LaPfejBNjOOQNxw2w",1,1,100
"7735","K-HLMJz5GP6hKK98QX79eA",2,2,100
"7736","K-cXN-zuE2D8tbEBnJ4Vsw",1,1,100
"7737","K-jrXl7y4wT8OxI8S7GPDA",1,1,100
"7738","K-qSf63uSeGqryJwypLHwA",1,1,100
"7739","K-uZneVVfN4Duf_IcEhI5Q",1,1,100
"7740","K0DeUuE6t0553UC-Tll4-Q",15,6,40
